"Year","Week in year","Units","Hours","Rate","Direct Hours","Indirect Hours"
2011,4,218933,1401.91,156.17,1086.54,315.37
2011,5,336601,1981.1192,169.9,1354.92,626.1992
2011,6,349076,2174.7471,160.51,1630.0537,544.6934
2011,7,392722,2982.97,131.65,2074.85,908.12
2011,8,400783,3303.2986,121.33,2784.6,518.6986
2011,9,474509,3627.9154,130.79,2726.4175,901.4979
2011,10,593890,4900.5378,121.19,4064.14,836.3978
2011,11,588599,5131.03,114.71,3740.41,1390.62
2011,12,608375.3,5063.5128,120.15,3860.4,1203.1128
2011,13,448125,3799.23,117.95,2925.03,874.2
2011,14,654227,5675.7006,115.27,4105.1654,1570.5352
2011,15,738956,6205.33,119.08,4680.28,1525.05
2011,16,468451,4086.4264,114.64,2943.39,1143.0364
2011,17,369821,3309.37,111.75,2211.97,1097.4
2011,18,475154,4043.54,117.51,2795.91,1247.63
2011,19,516606,4329.06,119.33,3237.2,1091.86
2011,20,434646,4001.1759,108.63,2553.6878,1447.4881
2011,21,343239,3419.70061,100.37,2029.714,1389.98661
2011,22,359606,3230.9917,111.3,2159.6987,1071.293
2011,23,380309,3375.3582,112.67,2232.9578,1142.4004
2011,24,380810,3262.6856,116.72,2116.4636,1146.222
2011,25,313049,2698.6178,116,1664.9982,1033.6196
2011,26,495425,3918.03705,126.45,2789.7335,1128.30355
2011,27,481986,3664.52811,131.53,2644.0909,1020.43721
2011,28,406405,3340.876361,121.65,2443.8521,897.024261
2011,29,305871,2596.29,117.81,1787.55,808.74
2011,30,320874,2692.51,119.17,1880.2,812.31
2011,31,469340,4672.74,100.44,3203.07,1469.67
2011,32,470209,4718.9316,99.64,3314.6049,1404.3267
2011,33,393627,3534.33,111.37,2598.41,935.92
2011,34,399556,3819.43,104.61,2615.62,1203.81
2011,35,501220,4486.99,111.71,3262.72,1224.27
2011,36,447612,4319.8816,103.62,2941.2175,1378.6641
2011,37,362886,4387.38,82.71,2405.98,1981.4
2011,38,309567,5882.25,52.63,3346.15,2536.1
2011,39,268145,4790.25,55.98,2852.5,1937.75
2011,40,603982,11178.2,54.03,7147.85,4030.35
2011,41,869268,15939.7,54.53,10076.55,5863.15
2011,42,894742,15584.1,57.41,9847.65,5736.45
2011,43,858231,15037.45,57.07,9312.5,5724.95
2011,44,761872,12786.6,59.58,7873.85,4912.75
2011,45,640167,9908.61,64.61,6119.78,3788.83
2011,46,620734,9218.9,67.33,5771.4,3447.5
2011,47,406597,5419.25,75.03,3141.85,2277.4
2011,48,389280,5294.6,73.52,3178.75,2115.85
2011,49,417174,4913.45,84.9,3059.75,1853.7
2011,50,241863,2860.45,84.55,1668.2,1192.25
2011,51,159304,1926.55,83.69,1183.8,742.75
2011,52,181517,2247.1,80.78,1437.47,809.63
