"Year","Week in year","Units","Hours","Rate","Direct Hours","Indirect Hours"
2011,43,201842,15620.9,12.92,10535.72,5085.18
2011,44,172742,13176.71,13.11,8691.57,4485.14
2011,45,169799,11943.95,14.22,7315.02,4628.93
2011,46,181498,13184.4,13.77,8972.62,4211.78
2011,47,134664,9279.89,14.51,6191.67,3088.22
2011,48,183569,13816.75,13.29,9278.15,4538.6
2011,49,204884,14994.99,13.66,9979.22,5015.77
2011,50,197908,14192.36,13.95,9490.05,4702.31
2011,51,176470,13187.2,13.38,8504.95,4682.25
2011,52,168301,11968.72,14.06,7284.28,4684.44
